region,name,loc,genre,star,difficulty,type,activeness,avail_people_lists[1],avail_people_lists[2],avail_people_lists[3],avail_people_lists[4],,,type,
신림,아빠..어디가?,룸엘이스케이프 신림점,코미디,3.3,3,1,1,2 people,3 people,4 people,,,,,
신림,스윙게이트,비트포비아 신림점,범죄,2.9,3,1,1,2 people,3 people,,,,,,
신림,이상한 나라의 초대,월투월방탈출 서울대입구점,판타지,2.1,3,1,1,2 people,3 people,,,,,,
신림,대저택의 비밀,코난 이스케이프 구로디지털단지역점,스릴러,2.2,4,1,1,2 people,3 people,,,,,,
신림,METRO,룸엘이스케이프 신림점,스릴러,4.1,3,2,1,2 people,3 people,4 people,,,,,
신림,의문의 동창회,더코드 신림점,스릴러,2.8,3,1,1,2 people,3 people,4 people,,,,,
신림,악몽,룸엘이스케이프 신림점,공포,3.9,5,2,2,2 people,3 people,4 people,,,,,
신림,트레져헌터,룸엘이스케이프 신림점,판타지,3.7,4,2,2,2 people,3 people,4 people,,,,,
서울(기타),단잠,셜록홈즈 잠실2호점,감성,4.1,3,2,2,2 people,3 people,4 people,,,,,
서울(기타),마법학교,이스케이프 시티 영등포본점,판타지,2.8,3,1,1,2 people,3 people,,,,,,
서울(기타),방과후 탈출,패닉이스케이프 목동점,모험,2.3,2,1,1,2 people,3 people,,,,,,
서울(기타),재즈바 W : 위험한 거래,더코드 회기점,잠입,2.4,4,1,1,2 people,3 people,,,,,,
서울(기타),집으로 가자 야호!,머더파커 잠실점,?,4,3,1,3,2 people,3 people,,,,,,
서울(기타),랑슈 뷰티연구소,셜록홈즈 잠실2호점,스릴러,3.5,3,2,2,2 people,3 people,,,,,,
서울(기타),락 페스티벌,넥스트에디션 잠실점,?,3.9,5,1,1,3 people,4 people,5 people or more,,,,,
서울(기타),지하감옥,탈출브라더스,스릴러,2.3,4,1,2,2 people,3 people,4 people,,,,,
서울(기타),피의 일요일,더코드 왕십리점,스릴러,2.4,4,1,1,2 people,3 people,,,,,,
서울(기타),강력 1반 : 추격자,더코드 회기점,스릴러,2.3,3,1,1,2 people,3 people,,,,,,
서울(기타),프로젝트:노아,셜록홈즈 종각점,SF,2.7,3,1,1,2 people,3 people,,,,,,
서울(기타),도둑들#2 : 다이아몬드 블루문,더코드 왕십리점,잠입,2.5,3,1,2,2 people,,,,,,,
서울(기타),산속의 여인,셜록홈즈 잠실1호점,스릴러,1.5,3,1,1,2 people,,,,,,,
서울(기타),이스케이프 플랜,마스터키 잠실점,모험,4.1,5,2,3,3 people,4 people,,,,,,
서울(기타),오늘밤 주인공은 나야 나,비트포비아 명동점,잠입,2.7,4,1,1,2 people,3 people,,,,,,
서울(기타),파라오의 비밀,탈출브라더스,모험,2.5,2,1,2,2 people,3 people,,,,,,
서울(기타),S.O.S 정글,도어 이스케이프 이수역점,모험,3.2,4,2,1,2 people,3 people,4 people,,,,,
서울(기타),Aphilia : 장미의 비밀,큐브 이스케이프 천호점,추리,2.2,1,1,1,2 people,,,,,,,
서울(기타),집착,큐브 이스케이프 잠실점,스릴러,2.6,3,1,1,2 people,,,,,,,
서울(기타),중고로운 평화나라,셜록홈즈 노량진점,코미디,2.7,3,1,1,2 people,3 people,,,,,,
서울(기타),퓨처리스트,셜록홈즈 잠실2호점,드라마,3.4,4,2,2,2 people,3 people,,,,,,
서울(기타),심심,쿠쿠룸242,?,3.9,5,1,1,2 people,3 people,4 people,,,,,
서울(기타),혼 : 원혼의 저주,탈출브라더스,공포,2.7,4,2,1,2 people,3 people,4 people,,,,,
서울(기타),두 얼굴의 영주,패닉이스케이프 목동점,스릴러,2.4,3,2,1,2 people,3 people,,,,,,
서울(기타),미녀와 야수2,탈출브라더스,추리,1.8,4,1,1,2 people,3 people,,,,,,
서울(기타),Stepfather : 사라진 천사들,큐브 이스케이프 천호점,스릴러,2.3,2,1,1,2 people,,,,,,,
서울(기타),연쇄살인마,패닉 이스케이프,범죄,2.4,3,3,1,2 people,3 people,,,,,,
서울(기타),도둑들,탈출브라더스,잠입,2.6,4,2,1,2 people,3 people,4 people,,,,,
서울(기타),Miss Setting (미스 세팅),쿠쿠룸242,?,4,3,1,1,2 people,3 people,,,,,,
서울(기타),신서유기 : 신묘한 실종사건,비트포비아 미션브레이크 CGV 용산점,추리,3.2,3,2,1,2 people,3 people,4 people,,,,,
서울(기타),다시 만날수 있을까?,이스케이프 시티 영등포본점,감성,3.3,2,3,2,2 people,3 people,,,,,,
서울(기타),세기의 명화를 훔치는 도둑들,더코드 회기점,잠입,2.7,4,1,1,2 people,3 people,,,,,,
서울(기타),호텔 : 사라진 다이아몬드,방탈출 미로,추리,2.6,3,2,1,2 people,3 people,,,,,,
서울(기타),신서유기 : 용볼회수 대작전,비트포비아 미션브레이크 CGV 용산점,액션,3.2,3,2,2,2 people,3 people,4 people,,,,,
서울(기타),신데렐라,큐브 이스케이프 잠실점,판타지,2.4,3,1,1,2 people,,,,,,,
서울(기타),작은 악마들,넥스트에디션 잠실점,드라마,3.8,3,2,1,2 people,3 people,4 people,,,,,
서울(기타),호텔 : 사라진 다이아몬드,셜록홈즈 종각점,추리,2.8,3,2,1,2 people,3 people,,,,,,
서울(기타),아랑 : 굶주린 이리,제로월드 X 롯데월드,공포,3.8,3,2,1,2 people,3 people,4 people,,,,,
서울(기타),카지노의 전설,이스케이프 시티 영등포본점,잠입,3.3,4,1,2,2 people,3 people,,,,,,
서울(기타),데.코.연. (데이트 코스 연구회),넥스트에디션 잠실점,로맨스,3.5,2,2,1,2 people,3 people,,,,,,
서울(기타),도깨비,비트포비아 명동점,모험,2.5,2,1,1,2 people,,,,,,,
서울(기타),기억의 조각,이스케이프 시티 영등포본점,스릴러,2.9,3,1,1,2 people,3 people,,,,,,
서울(기타),그리고 아무도 없었다,마스터키 잠실점,추리,3.8,4,2,1,2 people,3 people,,,,,,
서울(기타),어게인,마스터키 잠실점,감성,3.2,3,1,1,2 people,3 people,,,,,,
서울(기타),미대교수의 비밀,셜록홈즈 잠실1호점,추리,1.7,3,1,1,2 people,,,,,,,
서울(기타),봉인의탑 : 마법사의길,비트포비아 미션브레이크 CGV 용산점,판타지,3.4,2,3,1,2 people,3 people,,,,,,
서울(기타),파라오의 석실,도어 이스케이프 이수역점,모험,2.8,3,1,3,2 people,3 people,4 people,,,,,
서울(기타),로미오 포인트,큐브 이스케이프 잠실점,스릴러,2.1,4,2,1,2 people,3 people,,,,,,
서울(기타),피고인,큐브 이스케이프 천호점,범죄,2.2,3,1,1,2 people,,,,,,,
서울(기타),패닉특수부대,패닉 이스케이프,액션,2.5,4,2,3,2 people,3 people,,,,,,
서울(기타),장기밀매 Part 2,큐브 이스케이프 천호점,스릴러,2.1,3,2,1,2 people,3 people,,,,,,
서울(기타),냉동창고 : 살인사건#2,더코드 왕십리점,범죄,2.5,4,1,1,2 people,3 people,,,,,,
서울(기타),그 남자 그 여자,비트포비아 명동점,로맨스,2.6,3,1,1,2 people,3 people,,,,,,
서울(기타),타이타닉,큐브 이스케이프 잠실점,역사,2.2,3,1,1,2 people,3 people,,,,,,
서울(기타),빛과 그림자,탈출브라더스,추리,2.5,3,2,1,2 people,3 people,,,,,,
서울(기타),방탈출 능력 시험,한국 방탈출 교육원,?,4.5,5,1,1,4 people,,,,,,,
서울(기타),마션,큐브 이스케이프 잠실점,SF,2.3,5,2,1,2 people,3 people,4 people,,,,,
서울(기타),좀비 바이러스,이스케이프 시티 영등포본점,잠입,2.8,3,1,1,2 people,3 people,,,,,,
서울(기타),샵보이스,마스터키 잠실점,코미디,3.3,3,2,1,2 people,3 people,,,,,,
서울(기타),카페라떼,넥스트에디션 잠실점,?,3.4,3,2,1,2 people,3 people,,,,,,
서울(기타),도박꾼 : 마지막 베팅,더코드 왕십리점,범죄,2.8,4,1,1,2 people,3 people,,,,,,
서울(기타),웨딩크루즈 살인사건,셜록홈즈 잠실1호점,추리,1.6,3,1,1,2 people,,,,,,,
서울(기타),반하셨군요?,셜록홈즈 노량진점,로맨스,2.7,3,1,1,2 people,3 people,,,,,,
서울(기타),시그널 2018,비트포비아 미션브레이크 CGV 용산점,추리,3.5,3,2,3,2 people,3 people,,,,,,
서울(기타),더매치:마지막전쟁,마스터키 잠실점,코미디,3.3,3,2,1,2 people,,,,,,,
서울(기타),어린왕자,셜록홈즈 노량진점,감성,2.6,3,2,1,2 people,3 people,,,,,,
서울(기타),The Maze,큐브 이스케이프 천호점,모험,2.2,4,1,1,2 people,3 people,,,,,,
서울(기타),프로젝트:노아,방탈출 미로,SF,2.2,3,1,1,2 people,3 people,,,,,,
서울(기타),맛집투어,패닉 이스케이프,스릴러,2.1,3,2,1,2 people,3 people,,,,,,
서울(기타),무속인 살인사건,셜록홈즈 잠실1호점,추리,2.2,4,1,2,3 people,4 people,,,,,,
서울(기타),신비로운 관찰생활 리본,쿠쿠룸242,?,4.1,4,1,1,2 people,3 people,4 people,,,,,
서울(기타),학교괴담 태훈이의 죽음,셜록홈즈 잠실1호점,스릴러,1.8,3,1,1,2 people,,,,,,,
서울(기타),정육각형,머더파커 잠실점,스릴러,4.2,5,1,3,2 people,3 people,,,,,,
서울(기타),시그널 1989,비트포비아 미션브레이크 CGV 용산점,추리,3.5,3,1,1,2 people,3 people,,,,,,
서울(기타),Piggies : 마녀의 꿈,큐브 이스케이프 천호점,판타지,2.5,3,1,1,2 people,,,,,,,
서울(기타),다시 시작된 살인사건,더코드 회기점,스릴러,2.7,3,1,1,2 people,3 people,4 people,,,,,
서울(기타),SPY,이스케이프 시티 영등포본점,잠입,3.3,3,2,1,2 people,3 people,,,,,,
서울(기타),빛과 그림자,셜록홈즈 잠실1호점,추리,2.3,3,2,1,2 people,3 people,,,,,,
서울(기타),빠삐용,도어 이스케이프 이수역점,범죄,3.1,4,2,2,2 people,3 people,4 people,,,,,
서울(기타),잊혀진 기억,전국방탈출 자체컨텐츠,야외,3.1,4,1,2,2 people,3 people,,,,,,
서울(기타),카타콤,큐브 이스케이프 잠실점,추리,2.5,3,1,1,2 people,3 people,4 people,,,,,
서울(기타),숙제,셜록홈즈 종각점,코미디,3.4,3,1,1,2 people,3 people,,,,,,
서울(기타),PINO 피노,방탈출 미로,모험,3.9,3,2,1,2 people,3 people,,,,,,
서울(기타),빛과 그림자 : 화이트의죽음2,셜록홈즈 종각점,추리,2.9,3,2,1,2 people,3 people,,,,,,
서울(기타),죽음의 신,셜록홈즈 종각점,드라마,3.9,5,1,1,4 people,,,,,,,
서울(기타),무속인 살인사건,방탈출 미로,추리,2.4,4,1,2,3 people,4 people,,,,,,
서울(기타),위험한 레시피,셜록홈즈 잠실1호점,스릴러,2.2,5,1,2,2 people,3 people,4 people,,,,,
서울(기타),블랙룸,마스터키 잠실점,?,3.9,5,1,1,2 people,3 people,,,,,,
서울(기타),연 : 그날의 기억,방탈출 미로,야외,3.4,4,3,3,2 people,3 people,,,,,,
서울(기타),빛과 그림자 : 화이트의죽음2,셜록홈즈 노량진점,추리,2.4,3,2,1,2 people,3 people,,,,,,
서울(기타),The Cube,큐브 이스케이프 천호점,스릴러,2.4,4,1,2,2 people,3 people,,,,,,
서울(기타),두목 이스케이프,머더파커 잠실점,?,4.1,4,1,1,2 people,3 people,,,,,,
서울(기타),검은조직,도어 이스케이프 이수역점,범죄,3.1,4,2,3,2 people,3 people,4 people,,,,,
부천,진시황:영생의 비밀을 찾아서,넥스트에디션 부천점,모험,3.1,3,1,3,2 people,3 people,,,,,,
부천,지옥의 배달부,셜록홈즈 부천점,코미디,2.9,3,2,2,2 people,,,,,,,
부천,주르륵 주르륵,넥스트에디션 부천점,드라마,3.2,3,1,2,2 people,3 people,,,,,,
부천,탐정B - 브레인헌터의 진실,버스티드,추리,4.5,4,2,1,2 people,3 people,4 people,,,,,
부천,추억의 전당포,이스케이프 시티 부천신중동점,드라마,2.9,3,1,1,2 people,3 people,4 people,,,,,
부천,원한,이스케이프시티 부천신중동점,공포,2.7,3,1,1,2 people,3 people,4 people,,,,,
부천,바람 바람 바람,이스케이프 시티 부천신중동점,코미디,3.1,3,1,3,2 people,3 people,4 people,,,,,
부천,호텔 : 사라진 다이아몬드,셜록홈즈 부천점,추리,2.6,3,1,2,2 people,3 people,,,,,,
부천,그 남자 그 여자의 사정,이스케이프9,잠입,2.4,3,1,1,2 people,3 people,,,,,,
부천,클라비스-고대던전의비밀,이스케이프9,모험,3.1,4,3,3,2 people,3 people,4 people,,,,,
부천,잠입 명령,이스케이프9,잠입,2.4,3,1,3,2 people,3 people,,,,,,
부천,프로젝트:노아,셜록홈즈 부천점,SF,2.9,3,1,1,2 people,3 people,,,,,,
부천,부두교의 저주,로스트 템플,공포,2.3,3,2,1,2 people,3 people,,,,,,
부천,파라오의 심판,로스트 템플,모험,2.6,4,1,1,2 people,3 people,,,,,,
부천,드라큘라 백작의 성,로스트 템플,미스테리,2.3,3,1,1,2 people,,,,,,,
부천,첫 번째 임무,코드네임,잠입,3.3,3,2,1,2 people,3 people,,,,,,
부천,황룡동굴의 비밀,로스트 템플,판타지,2.4,3,1,1,2 people,,,,,,,
부천,악령술,이스케이프9,공포,2.4,3,1,1,2 people,3 people,4 people,,,,,
부천,아라마무루,로스트 템플,모험,2.5,3,1,1,2 people,,,,,,,
부천,부자가 될 상인가,이스케이프 시티 부천신중동점,모험,3.3,4,1,2,2 people,3 people,4 people,,,,,
부천,숨겨진 흔적,이스케이프9,잠입,3.1,4,2,1,2 people,3 people,4 people,,,,,
부천,쌩얼,넥스트에디션 부천점,로맨스,3.1,2,1,1,2 people,3 people,,,,,,
부천,사각사각,셜록홈즈 부천점,스릴러,2.3,3,1,1,2 people,3 people,,,,,,
부천,폐쇄된 외계인 실험실,이스케이프9,SF,2.5,4,1,1,3 people,4 people,,,,,,
부천,집으로,넥스트에디션 부천점,스릴러,3.6,2,1,2,2 people,,,,,,,
부천,경성,버스티드,역사,4.3,4,2,2,2 people,3 people,,,,,,
일산,마녀의 초대장,명란젓 코난,모험,2.4,3,1,1,2 people,,,,,,,
일산,싸움의 기술:zero,마스터키 프라임 화정점,액션,3.3,3,2,2,2 people,3 people,,,,,,
일산,SHIFT,오디너리데이,?,4.4,5,2,2,4 people,5 people or more,,,,,,
일산,밀정,큐방탈출카페 일산점,역사,2.5,5,1,1,2 people,3 people,,,,,,
일산,히어로 아카데미,룸즈에이 일산 라페스타점,액션,3.3,3,2,1,2 people,3 people,,,,,,
일산,영웅을 찾아서,더도어즈 이스케이프,역사,3.4,3,1,2,2 people,3 people,,,,,,
일산,헬프미,마스터키 프라임 화정점,?,3.3,3,1,1,2 people,3 people,,,,,,
일산,소녀의 꿈,큐방탈출카페 일산점,19금,2.2,3,1,2,2 people,,,,,,,
일산,반짝반짝,룸즈에이 일산 웨스턴돔점,잠입,3.3,4,2,2,2 people,3 people,4 people,,,,,
일산,후아유,더도어즈 이스케이프,스릴러,3.2,3,2,1,2 people,3 people,,,,,,
일산,저주받은 집,인사이드 방탈출카페,스릴러,2.6,4,1,1,2 people,3 people,,,,,,
일산,묘몽,마스터키 프라임 화정점,드라마,3.3,3,1,1,2 people,3 people,4 people,,,,,
일산,뽀득뽀득,룸즈에이 일산 웨스턴돔점,코미디,3.6,3,2,1,2 people,3 people,,,,,,
일산,나홀로 집에,더도어즈 이스케이프,코미디,3.5,1,1,1,2 people,,,,,,,
일산,광호반점,더도어즈 이스케이프,감성,3.3,3,1,1,2 people,3 people,,,,,,
일산,반 고흐의 방,인사이드 방탈출카페,모험,2.6,1,2,2,2 people,,,,,,,
일산,아이코,"오늘, 탈출 2호점",?,4.2,4,1,2,3 people,4 people,,,,,,
일산,시간여행자,마스터키 프라임 화정점,판타지,3.3,3,2,1,2 people,3 people,4 people,,,,,
일산,요코하마 차이나타운,큐방탈출카페 일산점,역사,2.5,4,1,1,2 people,3 people,,,,,,
일산,소원을 말해봐!,명란젓 코난,?,2.3,4,1,1,2 people,3 people,,,,,,
일산,n,스토리메이커스,SF,4,4,2,2,3 people,4 people,,,,,,
일산,낭랑카페,룸즈에이 일산 라페스타점,감성,3.5,2,2,1,2 people,3 people,,,,,,
일산,안개꽃,룸즈에이 일산 라페스타점,드라마,3.1,3,2,1,2 people,3 people,,,,,,
일산,사쿠라 하우스,큐방탈출카페 일산점,19금,1.8,2,1,1,2 people,,,,,,,
일산,웨딩크루즈 살인사건,인사이드 방탈출카페,추리,2.7,3,1,1,2 people,,,,,,,
일산,서커스,큐방탈출카페 일산점,스릴러,2.2,3,2,1,2 people,3 people,,,,,,
일산,스토커,인사이드 방탈출카페,스릴러,2.4,3,1,2,2 people,,,,,,,
일산,타임키퍼,룸즈에이 일산 웨스턴돔점,판타지,3.3,4,2,1,2 people,3 people,,,,,,
일산,백조의 호수,큐방탈출카페 일산점,스릴러,1.8,3,2,1,2 people,3 people,,,,,,
일산,현월,마스터키 프라임 화정점,역사,3.1,2,1,1,2 people,,,,,,,
일산,생존자,명란젓 코난,모험,2.3,5,1,1,2 people,,,,,,,
일산,B지하철 13호선,마스터키 프라임 화정점,공포,3.8,3,1,1,2 people,3 people,,,,,,
일산,Z월드,큐방탈출카페 일산점,스릴러,2.2,3,2,1,2 people,3 people,,,,,,
일산,군함도,큐방탈출카페 일산점,역사,2.3,4,1,2,2 people,3 people,,,,,,
일산,꿈꾸는 다락방,큐방탈출카페 일산점,판타지,2.3,3,2,1,2 people,3 people,,,,,,
일산,공조,명란젓 코난,잠입,2.3,5,1,1,2 people,3 people,,,,,,
일산,위대하게 은밀하게,더도어즈 이스케이프,잠입,3.4,4,2,1,3 people,4 people,,,,,,
일산,괴도루키,인사이드 방탈출카페,잠입,3.5,2,2,1,2 people,3 people,,,,,,
일산,첫 출근 이야기,"오늘, 탈출",?,4.4,3,1,1,4 people,5 people or more,,,,,,
일산,이상한 돈가스,룸즈에이 일산 웨스턴돔점,코미디,3.4,3,2,2,2 people,3 people,,,,,,
일산,시크릿 에이전트,룸즈에이 일산 웨스턴돔점,잠입,3.2,4,2,1,3 people,4 people,,,,,,
일산,향수,더도어즈 이스케이프,공포,3.4,4,1,1,2 people,3 people,,,,,,
일산,프랑켄슈타인의 실험실,큐방탈출카페 일산점,스릴러,2,3,1,1,2 people,3 people,,,,,,
일산,헨젤과 그레텔,명란젓 코난,판타지,2.4,4,1,1,2 people,3 people,,,,,,
일산,행방불냥,룸즈에이 일산 라페스타점,코미디,3.2,1,2,2,2 people,,,,,,,
수원,미녀와 야수 벨: 사소한 사실들,리멤버 방탈출카페 수원점,판타지,2.9,3,2,1,2 people,3 people,4 people,,,,,
수원,백설공주,더메이즈 수원점,판타지,2.6,3,1,1,2 people,3 people,,,,,,
수원,숨바꼭질,엑스케이프 수원점,스릴러,3.3,4,2,2,2 people,3 people,,,,,,
수원,알리바이,벨 이스케이프,범죄,2.8,3,1,1,2 people,3 people,,,,,,
수원,트레져헌터,벨 이스케이프,판타지,3,3,1,1,2 people,3 people,,,,,,
수원,서대문형무소,시그널헌터 광교중앙점,역사,2.2,3,1,1,2 people,,,,,,,
수원,The Mummy : 시작,시그널헌터 광교중앙점,모험,2.5,4,1,1,2 people,3 people,4 people,,,,,
수원,리포트,방탈출 넘버원 수원점,범죄,3,4,2,2,2 people,3 people,,,,,,
수원,도고,소우주,?,3.9,3,2,1,2 people,3 people,,,,,,
수원,젠틀맨 : 요원의 자격(AR),이스케이프탑 수원점,잠입,2.5,3,2,1,2 people,,,,,,,
수원,우울증,싸인 이스케이프 성대역점,드라마,2.6,3,1,1,2 people,3 people,,,,,,
수원,매화,골든타임 이스케이프,역사,3.9,4,2,1,2 people,3 people,4 people,,,,,
수원,크라임씬(화이트의 죽음),방탈출 탐정,추리,2.1,4,2,1,2 people,3 people,4 people,,,,,
수원,각성,싸인 이스케이프 성대역점,범죄,2.5,3,1,1,2 people,,,,,,,
수원,리멤버 (Remember),리멤버 방탈출카페 수원점,공포,3.3,3,2,2,2 people,3 people,4 people,,,,,
수원,방과후 추리반 EP1.여고생 살인사건,소우주,추리,4,3,2,1,2 people,3 people,,,,,,
수원,호텔 : 1408호,리멤버 방탈출카페 수원점,스릴러,3.1,4,2,1,2 people,3 people,4 people,,,,,
수원,스토커,방탈출 탐정,스릴러,1.7,3,1,2,2 people,,,,,,,
수원,트라이 위저드,싸인 이스케이프 인계점,판타지,3.3,2,2,2,3 people,,,,,,,
수원,영포에버,소우주,코미디,4.4,4,2,1,2 people,3 people,4 people,,,,,
수원,기묘한 날개짓,엑스케이프 수원점,추리,3,3,1,1,2 people,3 people,,,,,,
수원,바이러스,벨 이스케이프,SF,2.6,2,1,1,2 people,3 people,,,,,,
수원,아더스,방탈출 넘버원 수원점,스릴러,2.8,3,1,1,2 people,3 people,,,,,,
수원,501동사람들,엑스케이프 수원점,추리,3.5,3,2,1,2 people,3 people,,,,,,
수원,시크릿 바,더메이즈 수원점,감성,2.8,4,1,1,2 people,3 people,,,,,,
수원,추적자 : 그 남자의 방,시그널헌터 광교중앙점,스릴러,2.3,3,1,1,2 people,3 people,,,,,,
수원,더미러 : 싸이코패스,이스케이프탑 수원점,스릴러,2.4,5,1,1,2 people,,,,,,,
수원,미션 : 폭탄제거,이스케이프탑 수원점,범죄,2.1,2,1,1,2 people,,,,,,,
수원,제물의 밤,엑스케이프 수원점,스릴러,2.6,3,1,1,2 people,3 people,4 people,,,,,
수원,악은 어디에나 존재한다,싸인 이스케이프 인계점,스릴러,3.3,3,1,1,2 people,3 people,,,,,,
수원,평화로운 에이마트,룸즈에이 수원역2호점,액션,4.1,3,2,1,2 people,3 people,,,,,,
수원,해적선,방탈출 넘버원 수원점,범죄,2.7,3,1,1,2 people,3 people,,,,,,
수원,인턴,싸인 이스케이프 성대역점,범죄,2.5,3,1,1,2 people,3 people,,,,,,
수원,프리즌 : 수감번호1508,이스케이프탑 수원점,범죄,2.4,3,1,2,2 people,3 people,,,,,,
수원,자파,싸인 이스케이프 인계점,판타지,3.2,2,2,3,3 people,,,,,,,
수원,골드 마인,방탈출 넘버원 수원점,모험,3.1,4,1,1,2 people,3 people,4 people,,,,,
수원,태양의 눈물,벨 이스케이프,잠입,2.6,2,1,1,2 people,3 people,,,,,,
수원,신비의 베이커리,싸인 이스케이프 인계점,감성,3.6,3,1,1,2 people,3 people,,,,,,
수원,순백향,골든타임 이스케이프,드라마,4,4,2,1,2 people,3 people,4 people,,,,,
수원,마법사 : 미로의 방(AR),이스케이프탑 수원점,판타지,2.5,3,1,1,2 people,,,,,,,
수원,자멜신부의 비밀,싸인 이스케이프 성대역점,스릴러,2.4,2,2,1,2 people,,,,,,,
수원,마지막 유산,소우주,미스테리,3.8,4,2,1,2 people,3 people,4 people,,,,,
수원,쥬라기S : 바이러스,이스케이프탑 수원점,SF,2.2,3,1,1,3 people,,,,,,,
수원,고시텔,싸인 이스케이프 성대역점,범죄,2.6,3,1,1,2 people,3 people,,,,,,
수원,사라진 피카소,방탈출 탐정,범죄,1.9,3,1,1,2 people,,,,,,,
수원,페이퍼 컴퍼니,싸인 이스케이프 인계시티점,잠입,3.6,4,2,1,2 people,3 people,4 people,,,,,
수원,풀문,소우주,판타지,4.2,4,2,1,2 people,3 people,4 people,,,,,
수원,여고괴담(AR),이스케이프탑 수원점,스릴러,2.1,3,2,3,2 people,,,,,,,
수원,전지적 작가 시점,룸즈에이 수원역점,로맨스,3.5,3,2,1,2 people,3 people,,,,,,
수원,JURASSIC Project,시그널헌터 광교중앙점,잠입,2.3,4,1,3,2 people,3 people,,,,,,
수원,레시피,방탈출 넘버원 수원점,스릴러,2.8,2,1,1,2 people,3 people,,,,,,
수원,우당탕탕,룸즈에이 수원역점,?,3.6,4,2,1,2 people,3 people,,,,,,
수원,슬기로운 지구생활,룸즈에이 수원역2호점,잠입,3.8,4,2,1,2 people,3 people,,,,,,
수원,GATE : CCZ (episode 1),싸인 이스케이프 인계점,모험,4,5,2,2,4 people,,,,,,,
수원,수곡리,골든타임 이스케이프,역사,3.8,3,2,1,2 people,3 people,4 people,,,,,
수원,G.갤러리,시그널헌터 광교중앙점,잠입,2.5,3,1,3,2 people,3 people,,,,,,
수원,띵가띵가,룸즈에이 수원역점,코미디,3.6,2,2,1,2 people,3 people,,,,,,
수원,해리포터 맨드레이크의 비밀,리멤버 방탈출카페 수원점,판타지,3.1,3,3,1,2 people,3 people,4 people,,,,,
수원,필활,룸즈에이 수원역점,역사,3.9,3,2,1,2 people,3 people,,,,,,
수원,3318,골든타임 이스케이프,범죄,3.7,3,1,1,2 people,3 people,,,,,,
수원,해적 : 저주받은 캐리비호(AR),이스케이프탑 수원점,모험,2.2,4,1,1,2 people,3 people,,,,,,
수원,여고괴담,방탈출 탐정,스릴러,2,5,1,1,2 people,,,,,,,
수원,그 남자 그 여자,엑스케이프 수원점,감성,2.8,3,1,1,2 people,3 people,,,,,,
안양,띵가띵가,룸즈에이 범계점,코미디,3.6,2,2,1,2 people,3 people,,,,,,
안양,지하감옥,다락방 방탈출카페 안양점,스릴러,3,4,1,2,2 people,3 people,4 people,,,,,
안양,운수좋은날,마스터키 안양점,감성,3.3,2,1,1,2 people,,,,,,,
안양,우주대미남,마스터키 안양점,코미디,3.2,3,1,1,2 people,3 people,,,,,,
안양,파란지붕집,셜록홈즈 뉴안양점,스릴러,3.3,3,1,1,2 people,3 people,,,,,,
안양,데자뷰,마스터키 안양점,스릴러,3.5,3,1,2,2 people,3 people,,,,,,
안양,미녀와 야수,다락방 방탈출카페 안양점,판타지,2.7,1,1,2,2 people,,,,,,,
안양,크라임씬,다락방 방탈출카페 안양점,범죄,2.5,3,2,1,2 people,3 people,,,,,,
안양,할머니는 마법사,나비잠,판타지,2.2,2,2,1,2 people,3 people,,,,,,
안양,의뢰인,래빗온더문,잠입,4,4,2,1,2 people,3 people,4 people,,,,,
안양,빛과 그림자,나비잠,추리,2.5,3,2,1,2 people,3 people,,,,,,
안양,도둑들,다락방 방탈출카페 안양점,잠입,2.8,4,2,1,2 people,3 people,4 people,,,,,
안양,범계 : 호랑이 계곡,나비잠,모험,3.5,3,1,1,2 people,3 people,,,,,,
안양,사랑과 전쟁,마스터키 안양점,드라마,3.7,4,2,2,2 people,3 people,4 people,,,,,
안양,뽀득뽀득,룸즈에이 범계점,코미디,3.5,3,2,1,2 people,3 people,,,,,,
안양,노량진 고시생의 사랑-여자편,셜록홈즈 뉴안양점,감성,2.8,4,2,1,2 people,3 people,,,,,,
안양,미치광이 과학자,나비잠,스릴러,1.8,4,1,1,2 people,,,,,,,
안양,혼 : 원혼의 저주,다락방 방탈출카페 안양점,공포,3.2,4,2,1,2 people,3 people,4 people,,,,,
안양,러브레터,래빗온더문,감성,3.6,3,1,1,2 people,3 people,,,,,,
안양,파노라마,셜록홈즈 뉴안양점,드라마,3.1,3,1,1,2 people,3 people,,,,,,
안양,중고로운 평화나라,셜록홈즈 뉴안양점,코미디,3.4,3,1,1,2 people,3 people,,,,,,
안양,레드럼,마스터키 안양점,공포,3.3,3,2,1,2 people,3 people,,,,,,
안양,웨딩크루즈 살인사건 - 2탄,셜록홈즈 뉴안양점,추리,3,3,1,1,2 people,,,,,,,
안양,마법사의 세계,다락방 방탈출카페 안양점,판타지,2.7,3,2,1,2 people,3 people,,,,,,
안양,커밍순,룸즈에이 범계점,드라마,3.5,3,2,1,2 people,3 people,,,,,,
경기(기타),빠삐용,도어 이스케이프 안산점,범죄,3,4,1,1,2 people,3 people,,,,,,
경기(기타),파파라치,에피소드 방탈출,잠입,2.9,3,1,1,2 people,3 people,,,,,,
경기(기타),WHO,레전드 이스케이프 서현점,추리,2.8,4,2,1,2 people,3 people,,,,,,
경기(기타),반 고흐의 방,셜록홈즈 분당야탑점,모험,2.1,1,2,2,2 people,,,,,,,
경기(기타),폐쇄병동,EXIT(엑시트),스릴러,1.8,3,1,1,2 people,,,,,,,
