region,name,loc,genre,star,difficulty,type,activeness,avail_people_lists[1],avail_people_lists[2],avail_people_lists[3],avail_people_lists[4],,,type,
강남,월야애담,키이스케이프 강남점,로맨스,3.8,3,2,2,2 people,3 people,,,,,,
강남,어느 겨울밤2,제로월드 강남점,판타지,3.6,3,3,1,2 people,3 people,4 people,,,,,
강남,DONE,제로월드 강남점,잠입,4.5,3,2,3,2 people,3 people,4 people,,,,,
강남,러브 에센스,세븐클루스 1호점,19금,2.7,3,1,1,2 people,,,,,,,
강남,Homecoming (홈커밍),포인트나인 강남2호점,잠입,4,4,2,3,2 people,3 people,4 people,,,,,
강남,광야,룸즈에이 강남점,역사,3.8,4,2,1,2 people,3 people,4 people,,,,,
강남,우리동네 김선의 金善醫,넥스트에디션 강남5호점,감성,3.6,3,2,1,2 people,3 people,,,,,,
강남,좀비 90일 후,코드케이 강남점,스릴러,3.1,3,2,1,2 people,3 people,,,,,,
강남,호텔 : 사라진 다이아몬드,셜록홈즈 강남2호점,추리,2.2,3,2,1,2 people,3 people,,,,,,
강남,데드 얼라이브,세븐클루스 2호점,스릴러,2.3,3,1,1,2 people,3 people,,,,,,
강남,셜록홈즈 : 살인누명,코드케이 강남점,추리,2.8,3,1,1,2 people,3 people,,,,,,
강남,아이엠,제로월드 강남점,스릴러,4.3,4,2,1,2 people,3 people,4 people,,,,,
강남,기억의 틈,엑스케이프 강남점,스릴러,3.6,3,2,2,2 people,3 people,,,,,,
강남,덫,마스터키 강남프라임점,공포,3.4,3,1,1,2 people,3 people,,,,,,
강남,얼어붙은 물의 신전,코드케이 강남점,판타지,3,3,2,2,2 people,3 people,,,,,,
강남,충무공 이순신,코드케이 강남점,역사,3.4,3,2,2,2 people,3 people,,,,,,
강남,TRUTH,도어 이스케이프 블루 신논현점,스릴러,4.3,4,1,2,2 people,3 people,,,,,,
강남,US,키이스케이프 우주라이크점,?,4.7,4,2,2,2 people,3 people,,,,,,
강남,강남이세계,셜록홈즈 강남2호점,?,3.3,5,2,1,2 people,3 people,,,,,,
강남,별의별,마스터키 강남프라임점,모험,3.5,3,3,1,2 people,3 people,,,,,,
강남,신사정육점,시그널헌터 가로수길점,스릴러,2.5,3,1,2,2 people,3 people,4 people,,,,,
강남,아이러브카페,셜록홈즈 강남2호점,아케이드,3.5,4,3,1,2 people,3 people,4 people,,,,,
강남,만화 : 늦게 피어난 꽃,비밀의화원 리버타운점,감성,3.9,2,1,1,2 people,3 people,,,,,,
강남,비,도어 이스케이프 레드 신논현점,아케이드,4.2,5,2,2,4 people,,,,,,,
강남,미스터리 거울의 방,코드케이 강남점,공포,3.4,4,2,2,2 people,3 people,4 people,,,,,
건대,꽁노리,머더파커 건대점,스릴러,3.4,2,1,2,2 people,3 people,,,,,,
건대,동물병원,머더파커 건대2호점,?,3.6,2,1,1,2 people,3 people,,,,,,
건대,몬테,더메이즈 건대점,범죄,2.9,4,1,2,2 people,3 people,,,,,,
건대,필연의 수감동,엑스케이프 건대점,추리,3.2,3,1,1,2 people,3 people,,,,,,
건대,이도공간,엑스케이프 건대점,판타지,2.9,2,2,2,3 people,,,,,,,
건대,베다바리,엑스크라임 건대점,드라마,3.3,4,2,1,2 people,3 people,,,,,,
건대,핑퐁핑퐁,엑스케이프 건대점,아케이드,2.6,3,2,1,2 people,3 people,,,,,,
건대,이불 밖은 위험해,넥스트에디션 건대점,감성,3.5,2,1,1,2 people,3 people,,,,,,
건대,파커4,머더파커 건대점,범죄,4.3,5,1,1,4 people,,,,,,,
건대,쇼퍼홀릭,트루이스케이프룸 건대점,범죄,2.4,4,2,1,2 people,3 people,4 people,,,,,
건대,우끼끼,비밀의화원 건대점,코미디,3,4,2,2,2 people,3 people,,,,,,
건대,레드림 컴퍼니,비밀의화원 건대점,19금,3,3,2,2,2 people,3 people,,,,,,
건대,리그 오브 디저트,마스터키 프라임 건대점,판타지,3.2,3,3,1,2 people,3 people,,,,,,
건대,미씽 스노우맨,비밀의화원 포레스트점,?,3.7,2,2,1,2 people,3 people,,,,,,
건대,뱀파이어 헌터,마스터키 건대로데오점,모험,3.7,4,2,3,2 people,3 people,,,,,,
건대,스물아홉,비밀의화원 포레스트점,드라마,3.6,4,2,1,2 people,,,,,,,
건대,R003,머더파커 건대2호점,?,3.8,4,1,1,2 people,,,,,,,
건대,광복절특사,트루이스케이프 건대2호점,범죄,2.4,5,2,3,4 people,,,,,,,
건대,우리 꼰대 진분홍,머더파커 건대점,잠입,3.6,3,1,1,2 people,3 people,,,,,,
건대,숨바꼭질,엑스케이프 건대점,스릴러,3.4,4,2,2,2 people,3 people,,,,,,
건대,딜리버,마스터키 건대점,스릴러,3.7,3,2,1,2 people,3 people,4 people,,,,,
건대,이층 복도 끝 화장실,솔버 2호점,공포,3.9,4,1,2,2 people,3 people,,,,,,
건대,너의 성인식,비밀의화원 포레스트점,드라마,3.4,3,1,1,2 people,3 people,,,,,,
건대,몬스터 : 10800,넥스트에디션 건대점,판타지,3.8,4,1,3,2 people,3 people,4 people,,,,,
건대,빛을 구해줘,넥스트에디션 건대2호점,판타지,3.5,3,1,1,2 people,3 people,,,,,,
건대,콜드 케이스,솔버,미스테리,3.4,3,1,3,2 people,3 people,4 people,,,,,
건대,이상한 하루,머더파커 건대2호점,?,3.4,2,1,1,2 people,3 people,,,,,,
건대,어은꿈이진루다,머더파커 건대점,코미디,3.5,3,1,3,2 people,3 people,,,,,,
건대,무채색 인간,솔버 2호점,드라마,3.8,5,1,2,2 people,3 people,,,,,,
건대,썸,넥스트에디션 건대점,로맨스,3.2,3,2,1,2 people,3 people,,,,,,
건대,다시 봄,넥스트에디션 건대점,감성,3.8,4,1,3,3 people,4 people,,,,,,
건대,동화나라 수비대,넥스트에디션 건대2호점,모험,3.8,5,1,2,3 people,4 people,,,,,,
건대,와트와 숨겨진 시간,마스터키 프라임 건대점,모험,3.4,3,3,2,2 people,3 people,,,,,,
건대,음대출신 김수학,머더파커 건대점,음악,3.5,3,1,1,2 people,3 people,,,,,,
건대,알콜홀릭,트루이스케이프 건대2호점,스릴러,2.5,4,2,1,2 people,3 people,,,,,,
건대,어바웃타임,트루이스케이프 건대2호점,로맨스,2.6,3,1,1,2 people,3 people,,,,,,
건대,501동사람들,엑스케이프 건대점,추리,3.1,3,2,1,2 people,3 people,,,,,,
건대,방탈출 아카데미 (Normal과정),넥스트에디션 건대2호점,?,3.6,2,1,1,2 people,3 people,,,,,,
건대,팬텀,마스터키 건대로데오점,잠입,3.7,5,1,1,3 people,4 people,,,,,,
건대,5010,머더파커 건대2호점,?,4.1,5,1,1,2 people,,,,,,,
건대,운필귀정,엑스크라임 건대점,추리,3.5,3,2,1,2 people,3 people,,,,,,
건대,B아파트 13동 1313호,넥스트에디션 건대점,공포,3.3,3,2,2,2 people,3 people,,,,,,
건대,락커룸,더메이즈 건대점,추리,2.8,3,1,1,2 people,3 people,,,,,,
건대,RETURN (리턴),포인트나인 건대점,드라마,4.2,3,2,2,2 people,3 people,,,,,,
건대,더 케이지,솔버,드라마,3.6,3,1,2,2 people,3 people,4 people,,,,,
건대,디데이,마스터키 건대점,드라마,3.8,4,2,1,2 people,3 people,4 people,,,,,
건대,디코이,마스터키 프라임 건대점,미스테리,4,5,1,1,3 people,4 people,,,,,,
건대,핑크슈즈,비밀의화원 건대점,스릴러,3,4,1,2,2 people,3 people,,,,,,
건대,안녕,비밀의화원 건대점,공포,3.2,3,2,2,2 people,3 people,,,,,,
건대,fl[ae]sh,황금열쇠 건대점 (유토피아호),공포,4.5,3,2,1,2 people,3 people,,,,,,
건대,남영동 1984,더메이즈 건대점,역사,2.8,3,1,1,2 people,3 people,,,,,,
건대,호텔 레토,호텔 레토,?,4.6,4,2,3,3 people,4 people,5 people or more,,,,,
건대,조커의 방,트루이스케이프룸 건대점,범죄,2.4,3,1,1,3 people,,,,,,,
건대,방탈출 아카데미 (Master과정),넥스트에디션 건대2호점,?,4,5,1,1,2 people,3 people,,,,,,
건대,새벽 베이커리,비밀의화원 포레스트점,감성,3.6,3,2,1,2 people,3 people,4 people,,,,,
건대,라스트 잡,비밀의화원 포레스트점,야외,3.8,4,3,3,4 people,,,,,,,
건대,우리의 전 사랑,비밀의화원 건대점,드라마,3.1,2,2,2,2 people,,,,,,,
건대,루시드 드림,솔버,공포,3.7,3,1,1,2 people,3 people,4 people,,,,,
건대,찰리,마스터키 건대로데오점,드라마,3.1,2,2,1,2 people,3 people,,,,,,
건대,선고,마스터키 건대로데오점,드라마,3.4,2,2,1,2 people,3 people,4 people,,,,,
건대,세렌디피티 : 뜻 밖의 행운,넥스트에디션 건대 보네르관,감성,4.4,4,2,3,2 people,3 people,4 people,,,,,
건대,기묘한 날개짓,엑스케이프 건대점,추리,2.9,3,1,1,2 people,3 people,,,,,,
건대,블러드 트레인,트루이스케이프룸 건대점,스릴러,2.4,4,1,1,3 people,4 people,,,,,,
건대,사악한 악마와 달콤한 공장,마스터키 건대로데오점,판타지,3.1,1,2,1,2 people,3 people,4 people,,,,,
건대,디어 마르시,솔버 2호점,감성,4.1,4,1,2,2 people,3 people,4 people,,,,,
건대,동창회,머더파커 건대2호점,?,4.2,4,1,2,3 people,,,,,,,
건대,(나쁜) 아기돼지 삼형제,더메이즈 건대점,코미디,2.9,3,1,1,2 people,3 people,,,,,,
건대,방탈출 아카데미 (Hard과정),넥스트에디션 건대2호점,?,3.7,3,1,1,2 people,3 people,,,,,,
건대,여행,머더파커 건대점,모험,4.1,3,1,3,2 people,3 people,,,,,,
건대,Make-up,넥스트에디션 건대2호점,?,3.7,3,1,2,2 people,3 people,,,,,,
건대,커튼콜,넥스트에디션 건대2호점,판타지,3.8,3,1,2,2 people,3 people,,,,,,
건대,청림맨션,엑스크라임 건대점,미스테리,3.3,2,2,1,2 people,3 people,,,,,,
건대,SOUL CHASER - 실종,넥스트에디션 건대점,야외,3.3,4,3,3,2 people,,,,,,,
건대,시그널,트루이스케이프 건대2호점,범죄,2.5,4,2,1,2 people,3 people,4 people,,,,,
건대,광해,더메이즈 건대점,역사,2.8,5,1,1,2 people,3 people,,,,,,
건대,36.5 마온술사의 정원,마스터키 건대점,감성,3.4,3,2,1,2 people,3 people,4 people,,,,,
건대,ALBA (알바),포인트나인 건대점,잠입,4.2,4,2,3,2 people,3 people,,,,,,
건대,마션,트루이스케이프룸 건대점,SF,2.2,4,3,1,2 people,3 people,4 people,,,,,
건대,비밀의 선물,비밀의화원 건대점,감성,3.2,3,2,2,2 people,3 people,,,,,,
건대,아인모스,비밀의화원 포레스트점,?,3.6,5,1,1,2 people,3 people,4 people,,,,,
건대,"어제, 그리고 오늘",넥스트에디션 건대2호점,드라마,3.9,3,1,1,2 people,3 people,,,,,,
신촌,최대감댁 심부름꾼,더클루 신촌프리미엄점,역사,3.6,2,2,1,2 people,3 people,,,,,,
신촌,해리포터,방탈출 ESC,판타지,2.7,5,1,1,3 people,4 people,,,,,,
신촌,대저택의 비밀,탐정크루 2호점,추리,2.6,3,3,1,2 people,3 people,,,,,,
신촌,오즈 익시드 드림,룸익스케이프 올리브점,판타지,4.1,4,3,1,2 people,3 people,4 people,,,,,
신촌,인디아나 존스,넥스트에디션 신촌점,모험,2.7,3,1,1,2 people,3 people,,,,,,
신촌,트레져쉽 : 신화속의 존재,룸익스케이프 블랙점,모험,3.2,4,3,1,2 people,3 people,,,,,,
신촌,올드 보이,방탈출 ESC,범죄,2.6,3,1,1,2 people,3 people,,,,,,
신촌,비폴로 17호 : 우주로의 확장,룸익스케이프 화이트점,SF,3.4,2,3,1,2 people,3 people,,,,,,
신촌,마카오:꼭두각시 광시곡,룸익스케이프 화이트점,잠입,3.8,4,3,1,3 people,,,,,,,
신촌,해적선,탐정크루,추리,2.5,2,1,1,2 people,,,,,,,
신촌,천사와 악마,넥스트에디션 신촌점,잠입,2.8,3,1,1,2 people,3 people,,,,,,
신촌,에이전트 : 노출된 미션,룸익스케이프 블랙점,잠입,3.6,4,3,1,2 people,3 people,,,,,,
신촌,더 매직,넥스트에디션 신촌점,코미디,3.3,4,1,2,2 people,3 people,4 people,,,,,
신촌,졸개 무운,티케이프 신촌점,드라마,3.5,3,3,1,2 people,,,,,,,
신촌,그레이 인 인셉션,넥스트에디션 신촌점,19금,2.3,1,1,1,2 people,,,,,,,
신촌,왕자 레오,더클루 신촌프리미엄점,모험,3.2,3,2,1,2 people,3 people,4 people,,,,,
신촌,대저택 레테의 잠겨버린 출구,룸익스케이프 화이트점,미스테리,3.9,4,3,2,3 people,4 people,,,,,,
신촌,쇼생크 탈출,방탈출 ESC,범죄,2.7,3,1,1,2 people,3 people,,,,,,
신촌,호그와트 - 슬리데린,더클루 신촌프리미엄점,판타지,3.7,3,2,2,2 people,3 people,,,,,,
신촌,스쿨 오브 락,위드 방탈출카페 신촌점,추리,2.5,3,1,1,2 people,3 people,,,,,,
신촌,호그와트 - 래번클로,더클루 신촌프리미엄점,판타지,3.7,3,2,1,2 people,3 people,4 people,,,,,
신촌,우주전쟁,탐정크루,SF,2.5,2,1,1,2 people,3 people,,,,,,
신촌,인투 더 와일드,마스터키 프라임 신촌퍼플릭점,모험,3.4,3,2,3,2 people,3 people,,,,,,
신촌,토이팩토리,더클루 신촌프리미엄점,감성,3.1,3,2,1,2 people,3 people,4 people,,,,,
신촌,170cm즈음에,위드 방탈출카페 신촌점,감성,3.4,3,1,2,2 people,3 people,,,,,,
신촌,세번째밤,위드 방탈출카페 신촌점,스릴러,3.7,3,1,2,2 people,3 people,,,,,,
신촌,쏘우,방탈출 ESC,스릴러,2.8,3,1,1,3 people,4 people,,,,,,
신촌,뜻밖의 하루,더클루 신촌프리미엄점,감성,3.4,3,2,1,2 people,3 people,,,,,,
신촌,출근길,탐정크루 2호점,모험,2.7,3,1,2,2 people,3 people,,,,,,
신촌,23번째 실험연구 : 알비노,룸익스케이프 화이트점,스릴러,3.4,4,3,1,2 people,3 people,,,,,,
신촌,SOUL CHASER - 몽유병,넥스트에디션 신촌점,야외,3.3,4,3,3,2 people,,,,,,,
신촌,미친 과학자의 연구소,탐정크루,SF,2.5,2,1,1,2 people,3 people,,,,,,
신촌,만수마을,티케이프 신촌점,스릴러,4,4,3,2,2 people,3 people,4 people,,,,,
신촌,소년의 마음,탐정크루 2호점,감성,2.9,3,2,2,2 people,3 people,,,,,,
신촌,초코의 왕,탐정크루 2호점,코미디,3.1,2,2,2,2 people,3 people,,,,,,
신촌,13 여고괴담,넥스트에디션 신촌점,공포,3.1,3,2,2,2 people,3 people,4 people,,,,,
신촌,신비로운 호빗의 집,룸익스케이프 화이트점,판타지,3.3,2,3,1,2 people,3 people,,,,,,
신촌,화이트룸,넥스트에디션 신촌점,감성,3.9,5,1,1,2 people,3 people,4 people,,,,,
신촌,그도... 그럴 것이다,마스터키 프라임 신촌퍼플릭점,스릴러,3.8,4,2,2,2 people,3 people,,,,,,
신촌,어느 구두쇠의 전시회장,룸익스케이프 블랙점,추리,3.2,2,3,1,2 people,3 people,,,,,,
신촌,방과 방사이,탐정크루,SF,2.5,3,1,1,2 people,3 people,,,,,,
신촌,미션 임파서블,방탈출 ESC,잠입,2.9,4,1,1,3 people,4 people,,,,,,
신촌,냥이점집,룸익스케이프 블랙점,판타지,3.4,2,2,1,2 people,3 people,,,,,,
신촌,마에스트로,위드 방탈출카페 신촌점,감성,2.7,2,2,1,2 people,3 people,,,,,,
신촌,크라임씬-이상한부부이야기,탐정크루 2호점,추리,2.6,3,2,1,3 people,,,,,,,
신촌,호그와트 - 후플푸프,더클루 신촌프리미엄점,판타지,3.9,4,2,2,2 people,3 people,,,,,,
신촌,크라임씬2 : 거꾸로방의 비밀,탐정크루,추리,2.6,3,1,1,2 people,3 people,,,,,,
대학로,시험지 유출사건,이스케이프 시티 성신여대점,추리,3.5,3,1,1,2 people,3 people,,,,,,
대학로,러브클리닉,덤앤더머 대학로점,19금,3,2,2,2,2 people,,,,,,,
대학로,혼 : 원혼의 저주,셜록홈즈 대학로점,공포,3.5,3,1,1,2 people,3 people,,,,,,
대학로,H.E.L.L.P,비밀의화원 시네마틱점,추리,4.3,5,1,2,4 people,,,,,,,
대학로,이런 변이 있나,비트포비아 대학로점,코미디,3.3,3,1,2,2 people,3 people,,,,,,
대학로,크라임씬,셜록홈즈 성신여대점,범죄,2.6,3,2,1,2 people,3 people,,,,,,
대학로,비밀결사대,이스케이프 시티 성신여대점,역사,3.1,4,2,1,2 people,3 people,,,,,,
대학로,책 읽어주는 남자,비트포비아 대학로점,로맨스,3.4,4,1,1,3 people,4 people,,,,,,
대학로,낭랑카페,룸즈에이 대학로점,감성,3.5,2,2,1,2 people,3 people,,,,,,
대학로,구룡 잠들지 않는 도시,비트포비아 대학로점,미스테리,4,4,2,1,2 people,3 people,,,,,,
대학로,딜레마,비밀의화원 시네마틱점,미스테리,4.1,3,2,1,2 people,3 people,,,,,,
대학로,드림 인베이더,셜록홈즈 대학로점,잠입,3.3,3,2,2,2 people,3 people,4 people,,,,,
대학로,미션의 방,더큐 이스케이프 대학로점,범죄,2.6,4,2,1,2 people,3 people,,,,,,
대학로,크라임시티,덤앤더머 대학로점,범죄,3.1,2,1,1,3 people,,,,,,,
대학로,The Secret Chamber,시크릿 챔버,추리,2.9,3,1,1,2 people,3 people,,,,,,
대학로,시크릿 에이전트,룸즈에이 대학로점,잠입,3.5,4,2,1,3 people,4 people,,,,,,
대학로,이일호씨,비트포비아 대학로점,추리,3.2,3,1,1,2 people,3 people,,,,,,
대학로,달 : 기억의 조각,비밀의화원 시네마틱점,감성,3.8,4,2,1,2 people,3 people,,,,,,
대학로,슈퍼플레이어:PLAYER1,비밀의화원 혜화점,아케이드,3.5,5,2,3,3 people,,,,,,,
대학로,글램핑,덤앤더머 대학로점,모험,3.4,2,1,2,2 people,3 people,,,,,,
대학로,매직 퀘스트,더큐 이스케이프 대학로점,추리,2.4,3,1,1,2 people,,,,,,,
대학로,Old School 80s,시크릿 챔버,추리,3,3,1,1,2 people,3 people,,,,,,
대학로,스포일러,상상의문 대학로점,미스테리,4.2,5,1,3,2 people,3 people,4 people,,,,,
대학로,삼남매 이씨(장녀),비밀의화원 시네마틱점,야외,3,2,2,3,2 people,3 people,,,,,,
대학로,vs경찰,이스케이프 시티 성신여대점,범죄,2.8,3,1,1,2 people,3 people,,,,,,
대학로,호텔 : 사라진 다이아몬드,셜록홈즈 성신여대점,추리,2.6,3,2,1,2 people,3 people,,,,,,
대학로,위험한 레시피,셜록홈즈 대학로점,스릴러,2.7,5,1,2,2 people,3 people,4 people,,,,,
대학로,킬러vs,이스케이프 시티 성신여대점,범죄,2.8,3,1,1,2 people,3 people,,,,,,
대학로,대감댁변씨,비밀의화원 혜화점,코미디,3.4,4,2,1,2 people,3 people,,,,,,
대학로,미녀와 야수,셜록홈즈 대학로점,판타지,2.5,1,1,2,2 people,,,,,,,
대학로,지금 만나러 갑니다,비트포비아 대학로점,스릴러,3.4,3,2,2,2 people,3 people,,,,,,
대학로,엑스튜브,비밀의화원 혜화점,스릴러,3.2,4,1,2,2 people,3 people,,,,,,
대학로,Beginners Luck,시크릿 챔버,범죄,2.8,3,1,1,2 people,3 people,4 people,,,,,
대학로,잭 더 리퍼,비트포비아 대학로점,스릴러,2.6,3,1,1,2 people,3 people,,,,,,
대학로,나이스,비밀의화원 혜화점,음악,3.2,3,2,2,2 people,3 people,,,,,,
대학로,도망자 여씨,비밀의화원 시네마틱점,?,3.7,4,1,1,2 people,,,,,,,
대학로,경찰과 도둑 EP.2 도둑 이야기,상상의문 대학로점,야외,3.3,3,2,1,2 people,3 people,,,,,,
대학로,옵저버,덤앤더머 대학로점,모험,3.5,4,3,2,3 people,,,,,,,
대학로,보헤미아 왕국의 스캔들,셜록홈즈 성신여대점,범죄,2.9,3,2,1,2 people,3 people,,,,,,
대학로,무속인 살인사건,셜록홈즈 대학로점,추리,2.7,4,1,2,3 people,4 people,,,,,,
대학로,혜화애,비밀의화원 혜화점,야외,3.4,3,3,3,2 people,,,,,,,
대학로,나이트워크,상상의문 대학로점,판타지,4.2,4,2,3,3 people,4 people,5 people or more,,,,,
대학로,비밀의 모험,비밀의화원 혜화점,모험,3.6,4,2,2,3 people,4 people,,,,,,
대학로,빛과 그림자 : 화이트의죽음2,셜록홈즈 성신여대점,추리,2.5,3,2,1,2 people,3 people,,,,,,
대학로,푸른수염,덤앤더머 대학로점,스릴러,3.1,3,2,2,2 people,3 people,,,,,,
대학로,그녀를 찾아서,이스케이프 시티 성신여대점,공포,2.6,3,2,1,2 people,3 people,,,,,,
대학로,Frozen Break,시크릿 챔버,스릴러,2.8,3,1,1,2 people,3 people,,,,,,
대학로,행방불냥,룸즈에이 대학로점,코미디,3.2,1,2,2,2 people,,,,,,,
대학로,천사의 유혹,더큐 이스케이프 대학로점,19금,2,4,1,2,2 people,3 people,4 people,,,,,
대학로,경찰과 도둑 EP.1 경찰 이야기,상상의문 대학로점,야외,3.7,3,2,1,2 people,3 people,,,,,,
대학로,YAMASHITA Gold,시크릿 챔버,모험,2.7,2,1,1,2 people,3 people,,,,,,
대학로,삼남매 이씨(차녀),비밀의화원 시네마틱점,코미디,2.2,2,2,1,2 people,3 people,,,,,,
대학로,안개꽃,룸즈에이 대학로점,드라마,3.3,3,2,1,2 people,3 people,,,,,,
대학로,배신자의 방,더큐 이스케이프 대학로점,스릴러,2.5,4,1,1,2 people,3 people,4 people,,,,,
대학로,게인 타임,룸즈에이 대학로점,SF,3.3,3,2,1,2 people,3 people,,,,,,
대학로,삼남매 이씨(막내),비밀의화원 시네마틱점,스릴러,2.7,2,2,1,2 people,3 people,,,,,,
대학로,투 앨리스,덤앤더머 대학로점,판타지,3.2,3,1,2,2 people,3 people,,,,,,
대학로,감옥의 방,더큐 이스케이프 대학로점,추리,2.5,2,1,3,4 people,5 people or more,,,,,,
강북,스토커,셜록홈즈 노원점,스릴러,2.3,3,1,2,2 people,,,,,,,
강북,그녀를 만나기 한시간 전,더트랩 수유점,로맨스,3.4,1,1,1,2 people,,,,,,,
강북,Stepfather : 사라진 천사들,큐브 이스케이프 수유점,스릴러,2.8,2,1,1,2 people,,,,,,,
강북,지프리트의 심장,셜록홈즈 노원점,판타지,3.7,4,2,1,2 people,3 people,,,,,,
강북,디테라피,더트랩 수유점,코미디,3.2,3,1,1,2 people,3 people,,,,,,
강북,황금 감옥 : 와캄,셜록홈즈 노원점,?,3.3,4,1,1,2 people,,,,,,,
강북,탐정 in New York,더메이즈 노원점,추리,2.6,3,1,1,2 people,,,,,,,
강북,파라오의 심판,셜록홈즈 노원점,모험,2.4,3,1,1,2 people,3 people,,,,,,
강북,Treasure Hunters ③ : 거미의 둥지,큐브 이스케이프 수유점,추리,3,3,1,1,2 people,3 people,,,,,,
강북,상계동 357-8,더메이즈 노원점,스릴러,2.6,3,1,2,2 people,3 people,,,,,,
강북,이모션 (EMOTION),마스터키 노원점,판타지,3.2,3,2,1,2 people,3 people,,,,,,
강북,일탈,마스터키 노원점,드라마,3.5,3,2,1,2 people,3 people,,,,,,
강북,드림팩토리,더트랩 수유점,감성,3.1,2,1,1,2 people,3 people,,,,,,
강북,NO ONE,더메이즈 노원점,추리,2.6,3,1,1,2 people,3 people,,,,,,
강북,상의원,더메이즈 노원점,역사,2.6,3,2,2,2 people,3 people,,,,,,
강북,비밀의 방,더메이즈 노원점,판타지,2.6,3,1,1,2 people,3 people,,,,,,
강북,Piggies : 마녀의 꿈,큐브 이스케이프 수유점,판타지,3,3,1,1,2 people,,,,,,,
강북,위자 보드 : 위험한 장난,더코드 노원점,스릴러,2.4,4,1,2,3 people,4 people,,,,,,
강북,The Cube,큐브 이스케이프 수유점,추리,3.2,3,1,1,2 people,3 people,,,,,,
강북,Obsession : 집착,큐브 이스케이프 수유점,추리,2.9,3,1,1,2 people,,,,,,,
강북,Treasure Hunters ④ : 골든아이,큐브 이스케이프 수유점,추리,3.4,4,1,1,2 people,3 people,,,,,,
강북,아파트,더코드 노원점,스릴러,2.6,3,1,1,2 people,3 people,,,,,,
강북,재즈바 W : 위험한 거래,더코드 노원점,잠입,2.6,4,1,1,2 people,3 people,,,,,,
강북,Treasure Hunters ② : 빅토리아호의 침몰,큐브 이스케이프 수유점,추리,2.7,2,1,1,2 people,3 people,,,,,,
강북,도둑들,셜록홈즈 노원점,잠입,2.5,4,2,1,2 people,3 people,4 people,,,,,
강북,통제구역,마스터키 노원점,?,3.9,5,1,1,2 people,3 people,,,,,,
강북,사립고 살인사건,더트랩 수유점,추리,3.5,2,1,1,2 people,3 people,,,,,,
강북,Treasure Hunters ① : 우든펍의 비밀,큐브 이스케이프 수유점,추리,2.7,2,1,1,2 people,3 people,,,,,,
강북,박물관을 털어라,더트랩 수유점,코미디,3.1,1,1,1,2 people,,,,,,,
강북,타임크랙 (TIME CRACK),마스터키 노원점,판타지,3.3,3,2,1,2 people,3 people,,,,,,
강북,더 바틀샵,더메이즈 노원점,잠입,2.9,2,1,1,2 people,3 people,,,,,,
강북,미녀와 야수2,셜록홈즈 노원점,추리,2.4,4,1,1,2 people,3 people,,,,,,
강북,LOST,더메이즈 노원점,모험,2.8,3,1,1,2 people,3 people,,,,,,
신림,씨프?? XX!!,넥스트에디션 신림점,코미디,3.2,4,2,1,2 people,3 people,4 people,,,,,
신림,의문의 의뢰편지,코난 이스케이프 구로디지털단지역점,추리,2.4,4,1,1,2 people,3 people,,,,,,
신림,도둑들,셜록홈즈 신림2호점,잠입,2.8,4,2,1,2 people,3 people,4 people,,,,,
신림,위험한 레시피,월투월방탈출 서울대입구점,스릴러,2.2,5,1,2,2 people,3 people,4 people,,,,,
신림,지하감옥,월투월방탈출 서울대입구점,스릴러,2.4,4,1,2,2 people,3 people,4 people,,,,,
신림,위자 보드 : 위험한 장난,더코드 신림점,스릴러,2.4,4,1,1,2 people,3 people,4 people,,,,,
신림,악마를 보았다,코난 이스케이프 구로디지털단지역점,스릴러,2.1,3,1,1,2 people,3 people,,,,,,
신림,옛날옛날에,넥스트에디션 신림점,모험,3.3,2,2,1,2 people,3 people,,,,,,
신림,극,넥스트에디션 신림점,스릴러,3.8,3,2,1,2 people,,,,,,,
신림,빛과 그림자,셜록홈즈 신림2호점,추리,2.8,3,2,1,2 people,3 people,,,,,,
신림,LOVER,넥스트에디션 신림점,로맨스,3.3,3,2,1,2 people,3 people,,,,,,
신림,아파트,더코드 신림점,스릴러,2.6,4,1,1,2 people,3 people,4 people,,,,,
신림,미녀와 야수,셜록홈즈 신림2호점,판타지,2.7,1,1,2,2 people,,,,,,,
신림,무속인 살인사건,셜록홈즈 신림2호점,추리,2.8,4,1,2,3 people,4 people,,,,,,
신림,Tester,넥스트에디션 신림점,추리,3.6,4,1,1,2 people,,,,,,,
신림,드림 인베이더,월투월방탈출 서울대입구점,잠입,2.2,4,2,2,2 people,3 people,4 people,,,,,
신림,마법사의 세계,월투월방탈출 서울대입구점,판타지,2.4,3,2,1,2 people,3 people,,,,,,
신림,버스안에서,코난 이스케이프 구로디지털단지역점,추리,2.3,3,1,1,2 people,,,,,,,
신림,섹스 어필,비트포비아 신림점,19금,2.9,3,1,1,2 people,3 people,,,,,,
신림,미대생의 죽음,코난 이스케이프 구로디지털단지역점,스릴러,2.1,3,1,1,2 people,3 people,,,,,,
신림,스플릿,비트포비아 신림점,스릴러,2.7,3,1,1,2 people,3 people,4 people,,,,,
신림,네버랜드를 찾아서,비트포비아 신림점,판타지,2.8,2,1,2,2 people,3 people,,,,,,
신림,세기의 명화를 훔치는 도둑들,더코드 신림점,잠입,2.6,4,1,1,2 people,3 people,,,,,,
신림,다시 시작된 살인사건,더코드 신림점,스릴러,2.5,3,1,1,2 people,3 people,4 people,,,,,
