노룸,셜록홈즈 아산점,http://sherlock-holmes.co.kr/attach/theme/16564009261.jpg,퍼즐,-,들어오지 마세요. 하지만 들어오지 말라고 하는 순간 궁금해서 더 들어가고 싶어지는 법!
말못해,셜록홈즈 아산점,http://sherlock-holmes.co.kr/attach/theme/16564009081.jpg,-,-,말못해 앞으로 당신에게 어떤 반전이 있을지는...marmotte
파라오의 심판,셜록홈즈 여수점,http://sherlock-holmes.co.kr/attach/theme/15613578411.jpg,-,-,람세스 3세의 보물을 훔치고 저주를 피해 무사히 탈출한 나 더 많은 파라오 보물의 비밀을 알기 위해 이집트 국립 도서관으로 향하게 되는데... 예기치 않는 모험이 시작 되어 버렸다! 
할머니는 마법사,셜록홈즈 여수점,http://sherlock-holmes.co.kr/attach/theme/15326572751.jpg,-,-,"어린 시절 할머니는 나에게 줄 곧 마법사에 관한 이야기를 해주었다. 동심 가득한 시절 나에게 그 이야기는 새로운 세상의 로망이었다. 어느날 나에게 할머니가 보낸 편지가 도착했다. 편지의 내용은 나에게 줄 선물이 있으니 보름달이 뜨는 날 밤, 자신의 집으로 찾아오라는 내용 이었다. 일에 치여 신경 쓰지 못했던 할머니께 죄송함을 느끼며 보름달이 뜨는 날 밤 할머니의 집으로 향한다…"
빛과 그림자:화이트의죽음2,셜록홈즈 여수점,http://sherlock-holmes.co.kr/attach/theme/15302596301.jpg,-,-,"옐로우는 감옥에 가고, 사건은 영원히 종결된 것만 같았다. 이미 30대 때 세계적인 작가가 된 화이트, 그의 옆에는 그림자와 같은 존재인 블랙이 있었다. 그는 일평생을 천재작가의 그늘에서 사는데.. 전세계 독자들을 슬프게 만든 화이트의 죽음, 그 뒤로 언젠가부터 블랙의 소식도 사라지게 되고. 블랙은 금세 사람들의 기억에서 지워져 버렸지만 당신은 왠지 이 사건이 화이트의 죽음과 무관하지 않을 거란 생각이 들어, 화이트의 방을 다시 조사하기 시작한다."
이상한 나라의 초대,셜록홈즈 여수점,http://sherlock-holmes.co.kr/attach/theme/14861023641.jpg,-,-,이상한 나라의 파티에 초대되다... 괴이한 토끼를 통해 하얀 여왕의 전보를 받고... 이제 이상한 나라로의 여행이 시작되었다. 하얀 여왕에게 가는 길에 맞이한 붉은 여왕의 카드병정 군대. 당신은 방해를 물리치고 무사히 집으로 돌아갈 수 있을까?
전기톱 살인사건,셜록홈즈 여수점,http://sherlock-holmes.co.kr/attach/theme/14861029181.jpg,공포,-,텍사스주의 어느마을을 지나던 당신은 우연히 이곳 별장까지 찾아오게 된다. 방의 분위기는 심상치 않고 옆방에서는 진한 피냄새가 나는것 같다. 설마 이곳이 소문의 연쇄 살인마가 전기톱으로 사람을 살해하는 장소일까? 마침 살인마는 또다른 희생양을 물색하는데....
크라임씬,셜록홈즈 여수점,http://sherlock-holmes.co.kr/attach/theme/14861023521.gif,-,-,한 가정에서 일어난 끔찍한 살인사건.. 엄마와 막내딸은 실종이 되었고 다른 가족들은 처참히 살해된 현장만이 남아있다. 이런 끔찍한 일을 벌인사람이 누구인지 이 사건의 수사를 맡게된 나는 과연 범인을 찾아낼 수 있을것인가
무속인 살인사건,셜록홈즈 여수점,http://sherlock-holmes.co.kr/attach/theme/15138466051.jpg,-,-,"TV에 출연할 정도로 유명한 무속인 이 어느 날 싸늘한 시체로 발견? 피해자는 TV에 출연하여 화려한 달변과 점술로 유명해진 박수무당으로, 어느 날 자신의 점집에서 잘린 머리가 불에 탄 채 단골 고객에게 발견되었다. 과연 어떠한 연유로 박무당 은 죽음을 맞이해야 했는가? 빛나는 추리로 진실을 파헤쳐 보자."
미녀와야수,셜록홈즈 의정부점,http://sherlock-holmes.co.kr/attach/theme/15268939671.jpg,-,-,벨의 아버지는 딸에게 줄 장미를 꺾은 죄로 야수의 성에 갖히게된다. 아버지를 구하기 위해 야수의 성을 찾아가는 벨 야수의 성에는 놀라운 비밀이 있는데.. 비밀을 밝혀내는 과정에서 야수와의 사랑에 빠지게 되고 과연 두사람은 역경을 겪어내고 사랑의 결실을 이룰수 있을까? 원작의 스토리에 충실한 영화형 방탈출카페가 여러분을 기다립니다.
빛과 그림자:화이트의죽음2,셜록홈즈 의정부점,http://sherlock-holmes.co.kr/attach/theme/15302596301.jpg,-,-,"옐로우는 감옥에 가고, 사건은 영원히 종결된 것만 같았다. 이미 30대 때 세계적인 작가가 된 화이트, 그의 옆에는 그림자와 같은 존재인 블랙이 있었다. 그는 일평생을 천재작가의 그늘에서 사는데.. 전세계 독자들을 슬프게 만든 화이트의 죽음, 그 뒤로 언젠가부터 블랙의 소식도 사라지게 되고. 블랙은 금세 사람들의 기억에서 지워져 버렸지만 당신은 왠지 이 사건이 화이트의 죽음과 무관하지 않을 거란 생각이 들어, 화이트의 방을 다시 조사하기 시작한다."
호텔:사라진 다이아몬드(의정부버전),셜록홈즈 의정부점,http://sherlock-holmes.co.kr/attach/theme/16233821681.jpg,-,-,다이아몬드를 훔쳐간 범인을 쫓아라!
노량진 고시생의 사랑-여자편,셜록홈즈 의정부점,http://sherlock-holmes.co.kr/attach/theme/15375002701.jpg,드라마감성,-,"안녕? 난 노량진에서 고시 공부중인 김민지라고 해! 계속되는 불합격 소식과 생활고로 인해 힘들고 우울한 날이 계속 되지만 유일한 가족인 소중한 엄마와, 7년동안 사귄 멋진 남자친구가 있어 버틸만 해! 오늘은 내 29번째 생일이야. 평소같은 나날을 보내다 내 반지하 고시원에 들어간 순간 ‘어머나!’ 깜짝 놀랬어. 내 이야기를 한번 들어 보겠니..?"
프로젝트:노아,셜록홈즈 의정부점,http://sherlock-holmes.co.kr/attach/theme/15330165001.jpg,SF드라마,-,전 인류가 멸망의 위기에 처했다. 급격한 인구증가로 인한 자연재해. 전쟁. 이 문제를 해결하기 위해 어떠한 단체에서 프로젝트를 진행했지만 알 수 없는 이유로 중단되게 되었다. 당신은 비밀리에 이 프로젝트를 완료하라는 임무를 받고 해저기지에 잠입하게 되는데.. 과연 당신은 성공적으로 완료할 수 있을것인가?
빛과 그림자:화이트의죽음2,셜록홈즈 잠실1호점,http://sherlock-holmes.co.kr/attach/theme/15302596301.jpg,-,-,"옐로우는 감옥에 가고, 사건은 영원히 종결된 것만 같았다. 이미 30대 때 세계적인 작가가 된 화이트, 그의 옆에는 그림자와 같은 존재인 블랙이 있었다. 그는 일평생을 천재작가의 그늘에서 사는데.. 전세계 독자들을 슬프게 만든 화이트의 죽음, 그 뒤로 언젠가부터 블랙의 소식도 사라지게 되고. 블랙은 금세 사람들의 기억에서 지워져 버렸지만 당신은 왠지 이 사건이 화이트의 죽음과 무관하지 않을 거란 생각이 들어, 화이트의 방을 다시 조사하기 시작한다."
무속인 살인사건,셜록홈즈 잠실1호점,http://sherlock-holmes.co.kr/attach/theme/15138466051.jpg,-,-,"TV에 출연할 정도로 유명한 무속인 이 어느 날 싸늘한 시체로 발견? 피해자는 TV에 출연하여 화려한 달변과 점술로 유명해진 박수무당으로, 어느 날 자신의 점집에서 잘린 머리가 불에 탄 채 단골 고객에게 발견되었다. 과연 어떠한 연유로 박무당 은 죽음을 맞이해야 했는가? 빛나는 추리로 진실을 파헤쳐 보자."
위험한 레시피,셜록홈즈 잠실1호점,http://sherlock-holmes.co.kr/attach/theme/15235829331.jpg,-,-,"위험한 레시피 연일 매스컴에 보도되는 이곳은 3대 맛집으로까지 소문이 자자한 식당. 이 식당은 3개월전만 해도 폐업설이 돌 정도로 손님이 없고, 장소까지 외딴곳이라 으스스하기 까지 한 곳이었다. 3개월전 식당주인의 각성으로 전국의 갖은 레시피를 수집하여 마침내 전국에서 입소문이 자자한 명소가 되었다고 하는데... 까다로운 미식가로 전국의 유명한 맛집을 순방하는 당신은 이곳 식당의 비밀이 궁금하여 견딜수 없게되고 마침내 맛의 비밀을 파헤쳐보려한다. 과연 이곳 레시피의 비밀은 무엇일까?"
산속의 여인,셜록홈즈 잠실1호점,http://sherlock-holmes.co.kr/attach/theme/16051697981.jpg,-,-,"나무를 하는 와중, 갑자기 쏟아지는 비를 피하려 무작정 산 속을 달리다가 발견한 외딴 집.문을 두드리니 한 여인이 나를 안으로 들여보내 주었고, 마을에서 수상한 미인으로 소문만이 자자하던 그 여인은 내가 비가 그칠 동안 머무는 것을 허락해 주었다. 그녀는 먹을 것을 준비한다며 부엌으로 향하고 혼자 남은 나는 방 안을 둘러보다 무언가 이상한 것을 발견했다. 수상한 낌새를 느끼고서 이 곳을 나가려 했지만 문은 이미 밖에서 잠긴 탓에 나갈 수 없다... 과연 그녀가 숨기고 있는 것은 무엇이며 왜 나를 가둔 것일까?"
[3세대] 웨딩크루즈 살인사건,셜록홈즈 잠실1호점,http://sherlock-holmes.co.kr/attach/theme/14861036681.jpg,-,-,"셜록홈즈가 자랑하는 3세대 방탈출 프로젝트 ""더셜록"" 세화 크루즈가 시작됩니다. 데베스프레소 게임즈의 ‘더코마:커팅클래스’를 테마로 하여 세계 최초로 선보이는 온오프라인 결합 리얼 방탈출 게임 세화크루즈의 살인사건의 용의자를 찾아라."
[3세대] 학교괴담 태훈이의 죽음,셜록홈즈 잠실1호점,http://sherlock-holmes.co.kr/attach/theme/14861037461.jpg,-,-,"셜록홈즈가 자랑하는 3세대 방탈출 프로젝트 ""더셜록"" 세화 고등학교가 시작됩니다. 데베스프레소 게임즈의 ‘더코마:커팅클래스’를 테마로 하여 세계 최초로 선보이는 온오프라인 결합 리얼 방탈출 게임 세화고등학교의 숨은 비밀을 밝혀라."
[3세대] 미대교수의 비밀,셜록홈즈 잠실1호점,http://sherlock-holmes.co.kr/attach/theme/14861031121.jpg,-,-,"셜록홈즈가 자랑하는 3세대 방탈출 프로젝트 ""더셜록"" 그 첫번째 이야기. 미대교수의 비밀이 시작됩니다. 데베스프레소 게임즈의 ‘더코마:커팅클래스’를 테마로 하여 세계 최초로 선보이는 온오프라인 결합 리얼 방탈출 게임 미대교수의 비밀을 밝혀라."
숙제,셜록홈즈 종각점,http://sherlock-holmes.co.kr/attach/theme/15632650501.jpg,-,-,"이 정도 쯤이야, 별거 아니었는...데?"
죽음의 신,셜록홈즈 종각점,http://sherlock-holmes.co.kr/attach/theme/15669500731.jpg,-,-,오늘의 마지막 손님을 모시러 갑니다
빛과 그림자:화이트의죽음2,셜록홈즈 종각점,http://sherlock-holmes.co.kr/attach/theme/15302596301.jpg,-,-,"옐로우는 감옥에 가고, 사건은 영원히 종결된 것만 같았다. 이미 30대 때 세계적인 작가가 된 화이트, 그의 옆에는 그림자와 같은 존재인 블랙이 있었다. 그는 일평생을 천재작가의 그늘에서 사는데.. 전세계 독자들을 슬프게 만든 화이트의 죽음, 그 뒤로 언젠가부터 블랙의 소식도 사라지게 되고. 블랙은 금세 사람들의 기억에서 지워져 버렸지만 당신은 왠지 이 사건이 화이트의 죽음과 무관하지 않을 거란 생각이 들어, 화이트의 방을 다시 조사하기 시작한다."
호텔:사라진 다이아몬드,셜록홈즈 종각점,http://sherlock-holmes.co.kr/attach/theme/15234169491.jpg,-,-,"설록호텔의 귀중품 대형 다이아몬드 ‘가이아의축복’이 사라졌다. 호텔내부 사람 말고는 출입을 못하는 곳인데.. 과연, 누가 이곳에서 범행을 저질렀을까? 당신은 설록호텔의 귀중품 대형다이아몬드를 훔친 범인을 한시간 안에 찾아내야한다."
프로젝트:노아,셜록홈즈 종각점,http://sherlock-holmes.co.kr/attach/theme/15330165001.jpg,SF드라마,-,전 인류가 멸망의 위기에 처했다. 급격한 인구증가로 인한 자연재해. 전쟁. 이 문제를 해결하기 위해 어떠한 단체에서 프로젝트를 진행했지만 알 수 없는 이유로 중단되게 되었다. 당신은 비밀리에 이 프로젝트를 완료하라는 임무를 받고 해저기지에 잠입하게 되는데.. 과연 당신은 성공적으로 완료할 수 있을것인가?
[19금]찰리와 늠름한(?) 바나나 공장,셜록홈즈 천안1호점,http://sherlock-holmes.co.kr/attach/theme/15911744141.jpg,-,-,인류는 어느때보다 심각한 위기에 직면하게 된다. 저조한 출산율! 원인은 점점더 작아지고(?) 씨없는 수박이 되어가는(?!) 남성들때문... 각국에서는 크고 엄청난 자를 선별해 고개숙인 남성들을 일으켜세울 프로 젝트를 진행하게 되는데... [만 19세 미만은 체험이 제한됩니다.]
이상한 나라의 초대,셜록홈즈 천안1호점,http://sherlock-holmes.co.kr/attach/theme/14861023641.jpg,-,-,이상한 나라의 파티에 초대되다... 괴이한 토끼를 통해 하얀 여왕의 전보를 받고... 이제 이상한 나라로의 여행이 시작되었다. 하얀 여왕에게 가는 길에 맞이한 붉은 여왕의 카드병정 군대. 당신은 방해를 물리치고 무사히 집으로 돌아갈 수 있을까?
호텔:사라진 다이아몬드,셜록홈즈 천안1호점,http://sherlock-holmes.co.kr/attach/theme/15234169491.jpg,-,-,"설록호텔의 귀중품 대형 다이아몬드 ‘가이아의축복’이 사라졌다. 호텔내부 사람 말고는 출입을 못하는 곳인데.. 과연, 누가 이곳에서 범행을 저질렀을까? 당신은 설록호텔의 귀중품 대형다이아몬드를 훔친 범인을 한시간 안에 찾아내야한다."
무속인 살인사건,셜록홈즈 천안1호점,http://sherlock-holmes.co.kr/attach/theme/15138466051.jpg,-,-,"TV에 출연할 정도로 유명한 무속인 이 어느 날 싸늘한 시체로 발견? 피해자는 TV에 출연하여 화려한 달변과 점술로 유명해진 박수무당으로, 어느 날 자신의 점집에서 잘린 머리가 불에 탄 채 단골 고객에게 발견되었다. 과연 어떠한 연유로 박무당 은 죽음을 맞이해야 했는가? 빛나는 추리로 진실을 파헤쳐 보자."
마법사의 세계,셜록홈즈 천안1호점,http://sherlock-holmes.co.kr/attach/theme/14861027021.jpg,-,-,6대 현자들의 제자였던 당신은 마을의 여자들을 납치해 돌로 만들어 버린다는 암흑 마법사의 소식을 듣게 된다. 암흑 마법사의 처단을 위해 6명의 스승님들이 여행을 떠나지만 이내 소식이 끊어져 버리고 만다. 당신은 스승님들의 복수를 위해 암흑 마법사를 찾아 나서고 암흑 마법사의 연구실을 발견하게 되는데. 암흑마법사의 계획을 저지하고 스승님들의 복수를 해야한다!!
던전:비밀의문,셜록홈즈 천안2호점,http://sherlock-holmes.co.kr/attach/theme/15795893531.jpg,판타지,-,길을 걷다 우연히 발견한 빨간 우체통의 편지 한통... 편지에 이끌려 마을에 도착하게 된 당신!! 드디어 비밀의 문을 열게 되는데....
인생은 실전이다 종만아,셜록홈즈 천안2호점,http://sherlock-holmes.co.kr/attach/theme/15732231951.jpg,스릴러,-,"게임을 좋아하는 종만이는 오늘도 게임만 한다.""이세상 모든게 게임이었으면 좋겠다"""
[프리미엄 테마]미즈몰리아와 수수께끼의 책,셜록홈즈 천안2호점,http://sherlock-holmes.co.kr/attach/theme/15677634951.jpg,판타지,-,무슨 책을 찾고있니 꼬마야.유쾌한책 유익한책. 감동적이거나 슬픈책. 그게 아니면 ...수수께끼의 책을 찾고있니?
TIED,셜록홈즈 천안2호점,http://sherlock-holmes.co.kr/attach/theme/15672395511.jpg,드라마,-,국민톱스타 방수지양을 무려 20년간 스토킹해온 범인이 마침내 경찰에 붙잡혔다. 극악무도한 범인에게 사형을 요구한다는 국민청원이 20만명을 넘었으며 이에 국회는 방수지특별법을 발의했다.
반고흐의방,셜록홈즈 청주점,http://sherlock-holmes.co.kr/attach/theme/14861117201.jpg,-,-,"시간여행자인 당신. 우연히 반 고흐의 마지막날로 여행하게 되었다. 자살을 앞둔 고흐와, 관련된 비밀들. 이 모든 것을 풀어 고흐를 자살로 부터 구하지 못한 다면 영영 시간의 늪에 빠질것이다. 자 이제 당신에게 타이머가 주어졌다."
빛과 그림자:화이트의죽음2,셜록홈즈 청주점,http://sherlock-holmes.co.kr/attach/theme/15302596301.jpg,-,-,"옐로우는 감옥에 가고, 사건은 영원히 종결된 것만 같았다. 이미 30대 때 세계적인 작가가 된 화이트, 그의 옆에는 그림자와 같은 존재인 블랙이 있었다. 그는 일평생을 천재작가의 그늘에서 사는데.. 전세계 독자들을 슬프게 만든 화이트의 죽음, 그 뒤로 언젠가부터 블랙의 소식도 사라지게 되고. 블랙은 금세 사람들의 기억에서 지워져 버렸지만 당신은 왠지 이 사건이 화이트의 죽음과 무관하지 않을 거란 생각이 들어, 화이트의 방을 다시 조사하기 시작한다."
도둑들,셜록홈즈 청주점,http://sherlock-holmes.co.kr/attach/theme/15105462071.jpg,-,-,"유명화가의 희귀품만전시해서 그 가치가 높은 크라임 미술관, 이곳은 보안으로도 유명해 한번도 도둑맞은 적이 없다. 당신은 이곳을 털기위해 천재해커 빌리와 손을 잡게 되고 빌리가 한시간동안 경비 시스템을 마비 시킬 수 있다는데..자 주어진 시간은 한시간! 미술관을 털어라!"
무속인 살인사건,셜록홈즈 청주점,http://sherlock-holmes.co.kr/attach/theme/15138466051.jpg,-,-,"TV에 출연할 정도로 유명한 무속인 이 어느 날 싸늘한 시체로 발견? 피해자는 TV에 출연하여 화려한 달변과 점술로 유명해진 박수무당으로, 어느 날 자신의 점집에서 잘린 머리가 불에 탄 채 단골 고객에게 발견되었다. 과연 어떠한 연유로 박무당 은 죽음을 맞이해야 했는가? 빛나는 추리로 진실을 파헤쳐 보자."
크라임씬,셜록홈즈 청주점,http://sherlock-holmes.co.kr/attach/theme/14861023521.gif,-,-,한 가정에서 일어난 끔찍한 살인사건.. 엄마와 막내딸은 실종이 되었고 다른 가족들은 처참히 살해된 현장만이 남아있다. 이런 끔찍한 일을 벌인사람이 누구인지 이 사건의 수사를 맡게된 나는 과연 범인을 찾아낼 수 있을것인가
지옥의 배달부,셜록홈즈 평택점,http://sherlock-holmes.co.kr/attach/theme/15755979581.jpg,판타지,-,평소 열혈배달부로 소문난 김모군. 아주머니로 부터 아들 생일 날 된장국을 식지 않게 배달해 줄 것을 요청받는다. 고객 이모솔의 집에 방문해보니.... 된장국을 왜 먹지를 못하누ㅠ.ㅠ 배달부의 사명을 위해 지옥까지 쫓아간다! 본격 코믹호러힐링감동대서사시! (지옥의 라이더 테마업데이트 버전입니다!)
도둑들,셜록홈즈 평택점,http://sherlock-holmes.co.kr/attach/theme/15105462071.jpg,-,-,"유명화가의 희귀품만전시해서 그 가치가 높은 크라임 미술관, 이곳은 보안으로도 유명해 한번도 도둑맞은 적이 없다. 당신은 이곳을 털기위해 천재해커 빌리와 손을 잡게 되고 빌리가 한시간동안 경비 시스템을 마비 시킬 수 있다는데..자 주어진 시간은 한시간! 미술관을 털어라!"
혼:원혼의저주,셜록홈즈 평택점,http://sherlock-holmes.co.kr/attach/theme/15108152571.jpg,-,-,12년 전 문을 닫은 폐병원. 그 곳에 들어간 사람들중 누구도 살아서 나오지 못했다는 흉흉한 소문에 궁금증이 생긴 당신. 인적이 끊긴 병원에 찾아가보기로 하는데... 병원 입구에서부터 풍기는 오싹하고 음침한 기운. 들어가자마자 갇히고 만다. 당신은 원혼의 저주를 풀고 이 곳에서 빠져나갈 수 있을 것인가?
미녀와야수,셜록홈즈 평택점,http://sherlock-holmes.co.kr/attach/theme/15268939671.jpg,-,-,벨의 아버지는 딸에게 줄 장미를 꺾은 죄로 야수의 성에 갖히게된다. 아버지를 구하기 위해 야수의 성을 찾아가는 벨 야수의 성에는 놀라운 비밀이 있는데.. 비밀을 밝혀내는 과정에서 야수와의 사랑에 빠지게 되고 과연 두사람은 역경을 겪어내고 사랑의 결실을 이룰수 있을까? 원작의 스토리에 충실한 영화형 방탈출카페가 여러분을 기다립니다.
반고흐의방,셜록홈즈 평택점,http://sherlock-holmes.co.kr/attach/theme/14861117201.jpg,-,-,"시간여행자인 당신. 우연히 반 고흐의 마지막날로 여행하게 되었다. 자살을 앞둔 고흐와, 관련된 비밀들. 이 모든 것을 풀어 고흐를 자살로 부터 구하지 못한 다면 영영 시간의 늪에 빠질것이다. 자 이제 당신에게 타이머가 주어졌다."
[50분]문제방 매운맛,셜록홈즈 홍대점,http://sherlock-holmes.co.kr/attach/theme/15772475991.jpg,기타,-,방탈출 최소 50회 이상의 숙련자에게만 추천합니다!
기묘한 방탈출,셜록홈즈 홍대점,http://sherlock-holmes.co.kr/attach/theme/15598933441.png,판타지,-,넷플릭스 인기 시리즈 <기묘한이야기> 시즌3의 7월 4일 공개를 기념하여 <기묘한 이야기> 팝업존 ‘기묘한 세계’로 여러분을 초대합니다.
[대형 프리미엄테마] 잭더리퍼,셜록홈즈 홍대점,http://sherlock-holmes.co.kr/attach/theme/15727596211.jpg,드라마,-,"[이 테마는 60분 일반테마입니다] 1888년 런던. 대불황, 그리고 대혼돈 속 나의 유일한 낙은 메리를 만나는 일이었다. 그녀에게 가까워질수록 점점 그녀의 깊은 부분까지 알게 되고 힘든 날들을 살아가는 그녀를 나는 더이상 내버려 둘 수 없게 된다. 하지만 언제부터였을까 그녀를 거리에서 만날 수 없게 되고, 걱정스런 마음에 나는 그녀를 찾아 그녀가 사는 곳으로 향한다."
전기톱 살인사건,셜록홈즈 홍대점,http://sherlock-holmes.co.kr/attach/theme/14861029181.jpg,공포,-,텍사스주의 어느마을을 지나던 당신은 우연히 이곳 별장까지 찾아오게 된다. 방의 분위기는 심상치 않고 옆방에서는 진한 피냄새가 나는것 같다. 설마 이곳이 소문의 연쇄 살인마가 전기톱으로 사람을 살해하는 장소일까? 마침 살인마는 또다른 희생양을 물색하는데....
마법사의 세계,셜록홈즈 홍대점,http://sherlock-holmes.co.kr/attach/theme/14861027021.jpg,-,-,6대 현자들의 제자였던 당신은 마을의 여자들을 납치해 돌로 만들어 버린다는 암흑 마법사의 소식을 듣게 된다. 암흑 마법사의 처단을 위해 6명의 스승님들이 여행을 떠나지만 이내 소식이 끊어져 버리고 만다. 당신은 스승님들의 복수를 위해 암흑 마법사를 찾아 나서고 암흑 마법사의 연구실을 발견하게 되는데. 암흑마법사의 계획을 저지하고 스승님들의 복수를 해야한다!!
파노라마,셜록홈즈 홍대점,http://sherlock-holmes.co.kr/attach/theme/15784838191.jpg,-,-,panorama [-?ræm?] : 1. 전경 2. 파노라마(특정 주제·사건 등을 한 눈에 보여주는 묘사·연구·그림들)
